StockCode,Description,TotalRevenue,TotalCustomers,TotalSalesQuantity,TotalReturnQuantity,TotalOrders,TotalMonths,TotalReturnValue,TotalNetRevenue,AveragePrice,ReturnRate,QuantityPerOrder,RevenuePerOrder,SalesDays,SalesVelocity,KMeansClusters
21972,SET OF 36 DINOSAUR PAPER DOILIES,423.4,37,292,2,41,11,2.9,420.49999999999994,1.45,0.006802721088435374,7.0,10.26,342,0.8596491228070176,2
21973,SET OF 36 MUSHROOM PAPER DOILIES,230.54999999999998,26,159,1,31,11,1.45,229.1,1.45,0.00625,5.0,7.39,357,0.4481792717086835,2
21974,SET OF 36 PAISLEY FLOWER DOILIES,2942.5099999999998,177,2036,61,235,12,88.44999999999999,2854.06,1.492936170212766,0.029089175011921792,9.0,12.14,371,5.652291105121294,3
21975,PACK OF 60 DINOSAUR CAKE CASES,5919.280000000001,289,12106,71,532,12,36.06,5883.22,0.5584798534798535,0.005830664367249733,23.0,11.06,373,32.64611260053619,3
21976,PACK OF 60 MUSHROOM CAKE CASES,2496.08,182,4936,29,278,12,15.950000000000001,2480.13,0.5523674911660779,0.005840886203423968,18.0,8.92,373,13.310991957104557,3
21977,PACK OF 60 PINK PAISLEY CAKE CASES,11611.0,411,24230,101,675,12,55.550000000000004,11555.45,0.5514076246334311,0.00415108298055978,36.0,17.12,373,65.23056300268097,3
21980,PACK OF 12 RED RETROSPOT TISSUES ,2002.7299999999998,193,6521,96,252,12,27.84,1974.8899999999999,0.3281349206349206,0.014508085235000755,26.0,7.84,373,17.739946380697052,3
21981,PACK OF 12 WOODLAND TISSUES ,1508.87,143,5281,7,191,12,2.73,1506.1399999999999,0.3372020725388601,0.00132375189107413,28.0,7.89,372,14.21505376344086,3
21982,PACK OF 12 SUKI TISSUES ,1995.05,182,6907,1,260,12,0.39,1994.6599999999999,0.34217228464419475,0.00014475969889982628,27.0,7.67,373,18.5201072386059,2
21983,PACK OF 12 BLUE PAISLEY TISSUES ,712.7299999999999,99,2223,24,125,12,6.959999999999999,705.77,0.35176,0.010680907877169559,18.0,5.65,371,6.056603773584905,3
21984,PACK OF 12 PINK PAISLEY TISSUES ,999.5999999999999,124,3294,24,158,12,6.959999999999999,992.6399999999999,0.354875,0.007233273056057866,21.0,6.28,373,8.89544235924933,3
21985,PACK OF 12 HEARTS DESIGN TISSUES ,2542.17,262,8541,0,354,12,0.0,2542.17,0.334438202247191,0.0,24.0,7.18,373,22.89812332439678,2
21986,PACK OF 12 PINK POLKADOT TISSUES,1129.79,118,3985,0,155,12,0.0,1129.79,0.33987261146496817,0.0,26.0,7.29,373,10.683646112600536,2
21987,PACK OF 6 SKULL PAPER CUPS,1254.74,106,2050,13,149,12,8.450000000000001,1246.2900000000002,0.6476623376623377,0.006301502666020358,14.0,8.36,370,5.575675675675676,3
21988,PACK OF 6 SKULL PAPER PLATES,1663.3,101,2194,0,147,12,0.0,1663.3,0.8401342281879194,0.0,15.0,11.31,370,5.92972972972973,2
21989,PACK OF 20 SKULL PAPER NAPKINS,1672.6899999999998,130,2065,0,205,12,0.0,1672.6899999999998,0.8464903846153846,0.0,10.0,8.16,371,5.566037735849057,2
21990,MODERN FLORAL STATIONERY SET,1734.6,128,1212,12,178,12,15.0,1719.6,1.499281767955801,0.00980392156862745,7.0,9.66,372,3.2903225806451615,3
21991,BOHEMIAN COLLAGE STATIONERY SET,675.53,80,471,12,103,11,15.0,660.53,1.50875,0.024844720496894408,5.0,6.41,369,1.3089430894308942,0
21992,VINTAGE PAISLEY STATIONERY SET,1640.29,160,1151,0,199,12,0.0,1640.29,1.5270243902439025,0.0,6.0,8.24,350,3.2885714285714287,2
21993,FLORAL FOLK STATIONERY SET,1927.3500000000001,151,1360,12,206,12,15.0,1912.3500000000001,1.5241346153846154,0.008746355685131196,7.0,9.28,371,3.69811320754717,3
22021,BLUE FELT EASTER EGG BASKET,577.4999999999999,60,350,0,64,4,0.0,577.4999999999999,1.65,0.0,5.0,9.02,106,3.30188679245283,2
22023,EMPIRE BIRTHDAY CARD,476.25,71,1131,12,85,12,5.04,471.21000000000004,0.4295348837209302,0.010498687664041995,13.0,5.54,370,3.0891891891891894,3
22024,RAINY LADIES BIRTHDAY CARD,918.91,90,2280,12,130,12,5.04,913.87,0.42846153846153845,0.005235602094240838,18.0,7.03,371,6.177897574123989,3
22025,RING OF ROSES BIRTHDAY CARD,702.0,73,1764,12,88,12,5.04,696.96,0.4152808988764045,0.006756756756756757,20.0,7.92,370,4.8,3
22026,BANQUET BIRTHDAY  CARD  ,642.24,71,1560,12,101,12,5.04,637.2,0.41821782178217815,0.007633587786259542,16.0,6.31,363,4.330578512396694,3
22027,TEA PARTY BIRTHDAY CARD,1692.71,180,4141,168,265,12,61.919999999999995,1630.79,0.42413533834586464,0.038988164307263866,16.0,6.15,372,11.583333333333334,3
22028,PENNY FARTHING BIRTHDAY CARD,1198.45,124,2903,12,186,12,5.04,1193.41,0.4309090909090909,0.00411663807890223,16.0,6.42,372,7.836021505376344,3
22029,SPACEBOY BIRTHDAY CARD,3120.14,234,7834,12,395,12,5.04,3115.1,0.423459595959596,0.0015294417537598777,20.0,7.89,372,21.091397849462364,3
22030,SWALLOWS GREETING CARD,2120.55,179,5337,0,242,11,0.0,2120.55,0.41921810699588474,0.0,22.0,8.76,373,14.308310991957105,2
22031,BOTANICAL LAVENDER BIRTHDAY CARD,158.61,28,363,12,33,12,5.04,153.57,0.4696969696969697,0.032,11.0,4.65,371,1.0107816711590296,0
22032,BOTANICAL LILY GREETING CARD,151.62,28,361,0,31,11,0.0,151.62,0.42,0.0,12.0,4.89,345,1.046376811594203,2
22033,BOTANICAL ROSE GREETING CARD,141.12,20,336,0,21,7,0.0,141.12,0.42000000000000004,0.0,16.0,6.72,219,1.5342465753424657,2
22034,ROBIN CHRISTMAS CARD,1.26,2,3,12,2,2,5.04,-3.7800000000000002,0.42,0.8,8.0,-1.89,31,0.4838709677419355,1
22035,VINTAGE CARAVAN GREETING CARD ,569.02,65,1394,0,87,11,0.0,569.02,0.42666666666666664,0.0,16.0,6.54,319,4.369905956112853,2
22037,ROBOT BIRTHDAY CARD,1552.96,173,3747,0,257,12,0.0,1552.96,0.42065891472868217,0.0,15.0,6.04,372,10.07258064516129,2
22038,BOTANICAL LAVENDER GIFT WRAP ,199.5,19,475,0,19,9,0.0,199.5,0.42,0.0,25.0,10.5,307,1.5472312703583062,2
22039,BOTANICAL LILY GIFT WRAP,105.0,6,250,25,8,5,10.5,94.5,0.42,0.09090909090909091,34.0,11.81,198,1.3888888888888888,0
22040,BOTANICAL ROSE GIFT WRAP,304.5,27,725,0,28,11,0.0,304.5,0.42,0.0,26.0,10.88,336,2.1577380952380953,2
22041,"RECORD FRAME 7"" SINGLE SIZE ",8450.82,73,3812,38,200,12,93.75,8357.07,2.4918719211822657,0.009870129870129871,19.0,41.79,372,10.349462365591398,3
22042,CHRISTMAS CARD SINGING ANGEL,151.2,24,360,12,26,6,5.04,146.16,0.42,0.03225806451612903,14.0,5.62,369,1.008130081300813,0
22043,CHRISTMAS CARD SCREEN PRINT ,283.32,40,1188,0,43,7,0.0,283.32,0.23674418604651162,0.0,28.0,6.59,365,3.254794520547945,2
22044,CHRISTMAS CARD STACK OF PRESENTS,196.44,35,816,0,36,6,0.0,196.44,0.2602777777777778,0.0,23.0,5.46,341,2.3929618768328447,2
22045,SPACEBOY GIFT WRAP,2652.34,148,6477,50,208,12,21.0,2631.34,0.41865384615384615,0.007660487206986364,31.0,12.65,371,17.59299191374663,3
22046,TEA PARTY  WRAPPING PAPER ,929.0,62,2250,34,77,12,14.28,914.72,0.4189610389610389,0.0148861646234676,30.0,11.88,350,6.525714285714286,3
22047,EMPIRE GIFT WRAP,1363.0,93,3350,25,106,12,10.5,1352.5,0.41792452830188676,0.007407407407407408,32.0,12.76,358,9.427374301675977,3
22048,BIRTHDAY BANQUET GIFT WRAP,393.5,32,975,25,33,11,10.5,383.0,0.41757575757575754,0.025,30.0,11.61,363,2.7548209366391183,3
22049,WRAP CHRISTMAS SCREEN PRINT,270.5,27,1000,25,32,4,10.5,260.0,0.2690625,0.024390243902439025,32.0,8.12,323,3.1733746130030958,3
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,37,1225,25,41,12,10.5,488.0,0.4180487804878049,0.02,30.0,11.9,365,3.4246575342465753,3
22051,BLUE SCANDINAVIAN PAISLEY WRAP,409.5,36,975,0,39,12,0.0,409.5,0.42,0.0,25.0,10.5,352,2.7698863636363638,2
22052,VINTAGE CARAVAN GIFT WRAP,239.82,22,571,25,24,6,10.5,229.32,0.42,0.04194630872483222,25.0,9.56,218,2.7339449541284404,3
22053,EMPIRE DESIGN ROSETTE,3596.4199999999996,23,4236,0,26,10,0.0,3596.4199999999996,1.2261538461538461,0.0,163.0,138.32,334,12.682634730538922,2
22055,MINI CAKE STAND  HANGING STRAWBERY,1661.78,103,1251,23,149,12,37.75,1624.03,1.4514935064935064,0.01805337519623234,9.0,10.9,364,3.5,3
22057,CERAMIC PLATE STRAWBERRY DESIGN,648.18,46,578,48,60,12,71.52,576.66,1.262,0.07667731629392971,10.0,9.61,366,1.710382513661202,0
22059,CERAMIC STRAWBERRY DESIGN MUG,1960.47,85,1739,24,150,12,35.76,1924.71,1.3092207792207793,0.013613159387407828,12.0,12.83,373,4.726541554959786,3
22060,LARGE CAKE STAND HANGING HEARTS,1111.05,32,231,16,40,6,87.2,1023.85,5.524390243902439,0.06477732793522267,6.0,25.6,172,1.436046511627907,0
22061,LARGE CAKE STAND  HANGING STRAWBERY,3854.68,87,564,16,144,12,149.04999999999998,3705.63,9.029444444444444,0.027586206896551724,4.0,25.73,372,1.5591397849462365,0
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,599.74,44,590,6,54,11,4.9799999999999995,594.76,1.139322033898305,0.010067114093959731,11.0,11.01,303,1.966996699669967,2
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1106.5500000000002,56,537,6,86,12,17.700000000000003,1088.8500000000001,2.7180898876404496,0.011049723756906077,6.0,12.66,365,1.4876712328767123,0
22064,PINK DOUGHNUT TRINKET POT ,2132.7,87,1602,35,178,12,56.15,2076.5499999999997,1.6342391304347825,0.021380574221136223,9.0,11.67,373,4.388739946380697,3
22065,CHRISTMAS PUDDING TRINKET POT ,2883.44,132,6430,22,173,8,22.02,2861.42,0.6314754098360655,0.0034097954122752636,37.0,16.54,371,17.390835579514825,3
22066,LOVE HEART TRINKET POT,1029.1399999999999,100,2232,5,133,12,1.9500000000000002,1027.19,0.615985401459854,0.002235136343316942,17.0,7.72,352,6.355113636363637,3
22067,CHOC TRUFFLE GOLD TRINKET POT ,562.53,33,385,6,51,12,9.1,553.43,1.5173076923076922,0.015345268542199489,8.0,10.85,371,1.0539083557951483,0
22068,BLACK PIRATE TREASURE CHEST,502.37999999999994,57,432,13,83,11,21.449999999999996,480.92999999999995,1.4249999999999998,0.029213483146067417,5.0,5.79,374,1.1898395721925135,0
22069,BROWN  PIRATE TREASURE CHEST ,237.47999999999996,26,218,0,37,10,0.0,237.47999999999996,1.417894736842105,0.0,6.0,6.42,369,0.5907859078590786,2
22070,SMALL RED RETROSPOT MUG IN BOX ,2030.68,64,873,296,89,12,336.54,1694.14,3.847666666666667,0.25320786997433703,13.0,19.04,372,3.14247311827957,0
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1295.04,65,710,286,77,12,180.5,1114.54,3.56,0.28714859437751006,13.0,14.47,372,2.6774193548387095,0
22072,RED RETROSPOT TEA CUP AND SAUCER ,2519.19,91,807,19,148,12,71.25,2447.94,3.477368421052631,0.023002421307506054,6.0,16.54,371,2.2264150943396226,0
22073,RED RETROSPOT STORAGE JAR,1067.1,38,298,12,47,6,45.0,1022.1,3.7059183673469387,0.03870967741935484,7.0,21.75,150,2.066666666666667,0
22074,6 RIBBONS SHIMMERING PINKS ,772.9399999999999,61,1000,12,76,11,19.799999999999997,753.14,1.2164935064935065,0.011857707509881422,13.0,9.91,374,2.7058823529411766,3
22075,6 RIBBONS ELEGANT CHRISTMAS ,2004.9199999999998,96,1538,12,121,8,19.799999999999997,1985.12,1.5277235772357722,0.007741935483870968,13.0,16.41,374,4.144385026737968,3
22076,6 RIBBONS EMPIRE  ,1302.7199999999998,96,1034,0,113,12,0.0,1302.7199999999998,1.4291150442477873,0.0,9.0,11.53,371,2.7870619946091644,2
22077,6 RIBBONS RUSTIC CHARM,14969.839999999998,413,8594,34,732,12,56.099999999999994,14913.739999999998,1.7782195448460507,0.003940658321743162,12.0,20.37,374,23.06951871657754,3
22078,RIBBON REEL LACE DESIGN ,2584.8,105,1288,0,143,10,0.0,2584.8,2.0932432432432435,0.0,9.0,18.08,371,3.4716981132075473,2
22079,RIBBON REEL HEARTS DESIGN ,2808.89,190,1701,30,228,12,49.5,2759.39,1.6988311688311688,0.01733102253032929,8.0,12.1,368,4.703804347826087,3
22080,RIBBON REEL POLKADOTS ,1877.55,116,1167,10,127,7,16.5,1861.05,1.6468992248062015,0.008496176720475786,9.0,14.65,371,3.1725067385444743,3
22081,RIBBON REEL FLORA + FAUNA ,978.37,74,585,10,90,12,16.5,961.87,1.7401098901098901,0.01680672268907563,7.0,10.69,373,1.5951742627345844,0
22082,RIBBON REEL STRIPES DESIGN ,4154.33,250,2525,20,336,12,33.0,4121.33,1.6823976608187134,0.007858546168958742,8.0,12.27,372,6.841397849462366,3
22083,PAPER CHAIN KIT RETROSPOT,11935.310000000001,295,4265,47,448,12,138.65,11796.660000000002,2.9540979955456574,0.010899814471243042,10.0,26.33,374,11.529411764705882,3
22084,PAPER CHAIN KIT EMPIRE,13411.550000000001,278,4885,41,376,10,120.95,13290.6,2.907068062827225,0.00832318311002842,13.0,35.35,372,13.241935483870968,3
22085,PAPER CHAIN KIT SKULLS ,1415.65,62,507,0,73,12,0.0,1415.65,2.9283783783783788,0.0,7.0,19.39,366,1.3852459016393444,2
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,42584.130000000005,615,15591,453,990,11,1160.35,41423.78,2.9343632773938797,0.028234854151084517,16.0,41.84,374,42.898395721925134,3
22087,PAPER BUNTING WHITE LACE,10243.400000000001,155,3772,76,265,7,223.8,10019.6,2.8803703703703705,0.01975051975051975,15.0,37.81,373,10.316353887399464,3
22088,PAPER BUNTING COLOURED LACE,4683.1,115,1698,56,172,8,149.2,4533.900000000001,2.9040229885057474,0.03192702394526796,10.0,26.36,217,8.08294930875576,3
22089,PAPER BUNTING VINTAGE PAISLEY,3395.55,142,1213,0,181,12,0.0,3395.55,2.9185792349726776,0.0,7.0,18.76,368,3.296195652173913,2
22090,PAPER BUNTING RETROSPOT,18785.99,325,6901,72,575,12,196.4,18589.59,2.899378238341969,0.010325541373870643,12.0,32.33,371,18.795148247978435,3
22091,EMPIRE TISSUE BOX,919.6700000000001,97,1937,7,131,12,8.75,910.9200000000001,0.5582442748091603,0.00360082304526749,15.0,6.95,369,5.2682926829268295,3
22092,BLUE PAISLEY TISSUE BOX,311.56,75,666,0,88,10,0.0,311.56,0.5076136363636364,0.0,8.0,3.54,372,1.7903225806451613,2
22093,MOTORING TISSUE BOX,804.8100000000001,115,1823,12,154,12,15.0,789.8100000000001,0.5257692307692308,0.006539509536784741,12.0,5.13,367,5.0,3
22094,RED RETROSPOT TISSUE BOX,930.0400000000001,119,2081,65,150,12,39.97,890.07,0.574640522875817,0.030288909599254427,14.0,5.93,373,5.753351206434316,3
22095,LADS ONLY TISSUE BOX,1427.59,72,1571,9,104,12,11.06,1416.53,0.6580180180180181,0.00569620253164557,15.0,13.62,373,4.2359249329758715,3
22096,PINK PAISLEY SQUARE TISSUE BOX ,561.75,89,1357,6,110,11,2.34,559.4100000000001,0.5213157894736842,0.004402054292002935,12.0,5.09,373,3.6541554959785523,2
22097,SWALLOW SQUARE TISSUE BOX,685.5500000000001,103,1577,10,133,12,3.9000000000000004,681.65,0.5302836879432624,0.00630119722747322,12.0,5.13,373,4.254691689008043,3
22098,BOUDOIR SQUARE TISSUE BOX,910.08,98,1955,75,149,12,30.11,879.97,0.6620645161290323,0.03694581280788178,14.0,5.91,373,5.442359249329758,3
22099,CARAVAN SQUARE TISSUE BOX,703.57,96,1399,9,123,12,11.25,692.32,0.61171875,0.006392045454545455,11.0,5.63,373,3.774798927613941,3
22100,SKULLS SQUARE TISSUE BOX,304.17,34,727,0,38,10,0.0,304.17,0.6389473684210527,0.0,19.0,8.0,370,1.9648648648648648,2
22101,MIRROR MOSAIC VOTIVE HOLDER,631.62,21,837,324,25,10,126.36,505.26000000000005,1.8748000000000002,0.27906976744186046,46.0,20.21,365,3.180821917808219,0
22102,MIRROR MOSAIC T-LIGHT HOLDER ,715.05,13,1533,720,19,10,280.8,434.25,1.4510526315789474,0.3195739014647137,119.0,22.86,353,6.38243626062323,3
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,694.29,13,1153,482,18,8,201.66000000000003,492.63,1.3994444444444443,0.2948012232415902,91.0,27.37,285,5.7368421052631575,3
22104,MIRROR MOSAIC CANDLE PLATE,120.07,9,151,0,12,5,0.0,120.07,1.3641666666666667,0.0,13.0,10.01,240,0.6291666666666667,2
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,566.5,9,506,240,11,7,228.0,338.5,3.35,0.32171581769436997,68.0,30.77,318,2.3459119496855347,0
22106,MIRROR MOSAIC HURRICANE LAMP ,584.9,9,286,121,14,7,156.75,428.15000000000003,5.3428571428571425,0.2972972972972973,29.0,30.58,240,1.6958333333333333,0
22107,PIZZA PLATE IN BOX,962.48,46,291,21,73,12,76.25,886.23,3.538684210526316,0.0673076923076923,4.0,12.14,373,0.8364611260053619,0
22108,PING! MICROWAVE PLATE,246.53,16,101,0,28,8,0.0,246.53,2.855,0.0,4.0,8.8,359,0.28133704735376047,1
22109,FULL ENGLISH BREAKFAST PLATE,4985.55,101,1381,33,163,12,114.39,4871.16,3.830542168674699,0.02333804809052334,9.0,29.88,373,3.7908847184986594,3
22110,BIRD HOUSE HOT WATER BOTTLE,1562.06,116,617,2,155,11,5.1,1556.9599999999998,2.577361963190184,0.0032310177705977385,4.0,10.04,373,1.6595174262734584,2
22111,SCOTTIE DOG HOT WATER BOTTLE,20049.9,427,4248,129,663,12,544.45,19505.45,4.897679640718563,0.029472241261137764,7.0,29.42,374,11.703208556149733,3
22112,CHOCOLATE HOT WATER BOTTLE,23584.64,383,5152,80,707,12,344.88,23239.760000000002,4.869705469845722,0.01529051987767584,7.0,32.87,374,13.989304812834225,3
22113,GREY HEART HOT WATER BOTTLE,12148.9,339,3145,27,515,12,104.25,12044.65,4.031233644859813,0.008511979823455234,6.0,23.39,374,8.481283422459892,3
22114,HOT WATER BOTTLE TEA AND SYMPATHY,15386.07,325,3729,34,518,7,130.1,15255.97,4.211230769230769,0.00903534414031358,7.0,29.45,373,10.088471849865952,3
22115,METAL SIGN EMPIRE TEA,1706.8100000000002,152,1495,0,183,12,0.0,1706.8100000000002,1.5037297297297296,0.0,8.0,9.33,373,4.008042895442359,2
22116,METAL SIGN HIS DINNER IS SERVED,493.39000000000004,65,505,12,91,11,10.2,483.19,1.21989010989011,0.02321083172147002,6.0,5.31,371,1.3935309973045822,0
22117,METAL SIGN HER DINNER IS SERVED ,3802.5,58,1290,0,72,12,0.0,3802.5,2.785416666666667,0.0,18.0,52.81,371,3.477088948787062,2
22118,JOY WOODEN BLOCK LETTERS,742.63,67,217,0,78,10,0.0,742.63,4.2676923076923075,0.0,3.0,9.52,373,0.5817694369973191,2
22119,PEACE WOODEN BLOCK LETTERS,1699.66,82,342,1,104,12,6.95,1692.71,6.172264150943396,0.0029154518950437317,3.0,16.28,373,0.9195710455764075,0
22120,WELCOME  WOODEN BLOCK LETTERS,4826.67,121,502,12,169,12,119.39999999999999,4707.2699999999995,9.866331360946745,0.023346303501945526,3.0,27.85,368,1.3967391304347827,0
22121,NOEL WOODEN BLOCK LETTERS ,1924.94,94,332,1,115,10,5.95,1918.9900000000002,6.062413793103448,0.003003003003003003,3.0,16.69,373,0.8927613941018767,0
22123,PING MICROWAVE APRON,793.5999999999999,59,442,0,72,11,0.0,793.5999999999999,2.1576712328767123,0.0,6.0,11.02,369,1.1978319783197833,2
22124,SET OF 2 TEA TOWELS PING MICROWAVE,127.42,14,78,0,23,7,0.0,127.42,2.2886956521739132,0.0,3.0,5.54,164,0.47560975609756095,1
22125,UNION JACK HOT WATER BOTTLE ,23.8,1,4,0,1,1,0.0,23.8,5.95,0.0,4.0,23.8,1,4.0,1
22127,PARTY CONES CARNIVAL ASSORTED,479.7,20,402,0,20,4,0.0,479.7,1.2409523809523808,0.0,20.0,23.98,113,3.5575221238938055,2
22128,PARTY CONES CANDY ASSORTED,2042.69,62,1729,56,75,12,70.0,1972.69,1.2373333333333334,0.03137254901960784,24.0,26.3,371,4.811320754716981,3
22129,PARTY CONES CANDY DECORATION,233.27999999999997,6,296,0,8,3,0.0,233.27999999999997,1.4375,0.0,37.0,29.16,366,0.8087431693989071,2
22129,PARTY CONES CANDY TREE DECORATION,552.18,27,690,0,28,9,0.0,552.18,0.8360714285714286,0.0,25.0,19.72,366,1.8852459016393444,2
22130,PARTY CONE CHRISTMAS DECORATION ,1260.53,80,1505,145,90,9,104.52999999999999,1156.0,0.8472043010752688,0.08787878787878788,18.0,12.84,373,4.423592493297587,3
22131,FOOD CONTAINER SET 3 LOVE HEART ,3358.72,115,1884,1,181,12,1.95,3356.77,2.0393548387096776,0.0005305039787798408,10.0,18.55,370,5.094594594594595,2
22132,RED LOVE HEART SHAPE CUP,772.91,60,935,12,84,12,10.2,762.71,0.8561904761904762,0.012671594508975714,11.0,9.08,371,2.5525606469002695,3
22133,PINK LOVE HEART SHAPE CUP,585.78,41,702,0,60,11,0.0,585.78,0.8738333333333334,0.0,12.0,9.76,369,1.9024390243902438,2
22134,LADLE LOVE HEART RED ,2.52,1,6,0,1,1,0.0,2.52,0.42,0.0,6.0,2.52,366,0.01639344262295082,1
22134,MINI LADLE LOVE HEART RED ,252.24,28,630,0,54,12,0.0,252.24,0.4636363636363636,0.0,12.0,4.67,366,1.721311475409836,2
22135,LADLE LOVE HEART PINK,7.98,3,19,0,3,1,0.0,7.98,0.42,0.0,6.0,2.66,370,0.051351351351351354,1
22135,MINI LADLE LOVE HEART PINK,106.56,20,242,0,45,12,0.0,106.56,0.46555555555555556,0.0,5.0,2.37,370,0.654054054054054,2
22136,LOVE HEART SOCK HANGER,530.25,37,333,1,51,11,1.45,528.8,1.6424528301886792,0.0029940119760479044,7.0,10.37,334,1.0,2
22137,BATHROOM SET LOVE HEART DESIGN,191.0,9,68,0,11,6,0.0,191.0,2.913636363636364,0.0,6.0,17.36,251,0.27091633466135456,1
22138,BAKING SET 9 PIECE RETROSPOT ,22953.100000000002,585,4786,68,881,12,311.1,22642.0,4.983152542372881,0.014009064688916358,6.0,25.7,366,13.262295081967213,3
22139,RETROSPOT TEA SET CERAMIC 11 PC ,20426.23,489,4239,42,839,12,195.3,20230.93,4.995041617122473,0.009810791871058164,5.0,24.11,374,11.446524064171124,3
22141,CHRISTMAS CRAFT TREE TOP ANGEL,5015.080000000001,256,2443,8,351,8,16.8,4998.280000000001,2.1462290502793295,0.0032639738882088943,7.0,14.24,374,6.553475935828877,3
22142,CHRISTMAS CRAFT WHITE FAIRY ,4334.94,259,3070,11,323,7,15.95,4318.99,1.4963855421686747,0.0035702693930542034,10.0,13.37,373,8.26005361930295,3
22144,CHRISTMAS CRAFT LITTLE FRIENDS,7109.200000000001,319,3459,44,424,9,92.4,7016.8,2.1476674364896073,0.012560662289466172,8.0,16.55,374,9.366310160427808,3
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,1,30,0,1,1,0.0,63.0,2.1,0.0,30.0,63.0,1,30.0,1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1,0,1,1,0.0,1.95,1.95,0.0,1.0,1.95,1,1.0,1
22147,FELTCRAFT BUTTERFLY HEARTS,8308.75,287,6123,877,444,12,1103.65,7205.099999999999,1.4636244541484718,0.12528571428571428,16.0,16.23,365,19.17808219178082,3
22148,EASTER CRAFT 4 CHICKS ,3355.35,148,1813,15,161,11,29.25,3326.1,1.9371951219512193,0.008205689277899343,11.0,20.66,334,5.473053892215569,3
22149,FELTCRAFT 6 FLOWER FRIENDS,11549.59,337,5882,623,470,12,1158.3,10391.29,2.102878151260504,0.09577248270561106,14.0,22.11,345,18.855072463768117,3
22150,3 STRIPEY MICE FELTCRAFT,5460.5,288,2914,11,406,12,21.45,5439.05,1.9641463414634146,0.0037606837606837607,7.0,13.4,373,7.841823056300268,3
22151,PLACE SETTING WHITE HEART,5912.19,175,14853,890,294,12,321.96,5590.23,0.42926910299003324,0.056533062313409134,54.0,19.01,373,42.206434316353885,3
22152,PLACE SETTING WHITE STAR,967.13,70,2350,4,95,12,1.68,965.4499999999999,0.43161616161616156,0.0016992353440951572,25.0,10.16,370,6.3621621621621625,2
22153,ANGEL DECORATION STARS ON DRESS,987.42,62,2399,70,89,8,29.400000000000002,958.02,0.4187234042553191,0.028351559335763468,28.0,10.76,373,6.619302949061662,3
22154,ANGEL DECORATION 3 BUTTONS ,1455.84,87,3528,7,114,7,2.94,1452.9,0.4194915254237288,0.0019801980198019802,31.0,12.74,369,9.579945799457995,3
22155,STAR DECORATION RUSTIC,924.42,67,2201,48,86,7,20.16,904.26,0.41999999999999993,0.0213428190306803,26.0,10.51,372,6.045698924731183,3
22156,HEART DECORATION WITH PEARLS ,1586.4599999999998,106,1873,105,165,12,88.21,1498.25,0.863764705882353,0.05308392315470172,12.0,9.08,367,5.389645776566757,3
22157,ANGEL DECORATION WITH LACE PADDED,180.2,11,212,0,11,2,0.0,180.2,0.85,0.0,19.0,16.38,269,0.7881040892193308,2
22158,3 HEARTS HANGING DECORATION RUSTIC,8013.71,201,2845,25,269,12,71.75,7941.96,2.9742962962962967,0.008710801393728223,11.0,29.52,370,7.756756756756757,3
22161,HEART DECORATION RUSTIC HANGING ,855.9200000000001,118,4138,24,154,11,4.5600000000000005,851.36,0.23116959064327486,0.005766458433445459,27.0,5.53,369,11.279132791327914,3
22162,HEART GARLAND RUSTIC PADDED,312.7,21,108,11,29,11,32.45,280.25,2.8548387096774195,0.09243697478991597,4.0,9.66,355,0.3352112676056338,0
22163,HEART STRING MEMO HOLDER HANGING,580.94,41,626,25,51,10,19.75,561.19,1.360566037735849,0.03840245775729647,13.0,11.0,365,1.7835616438356163,0
22164,STRING OF STARS CARD HOLDER,209.45000000000005,11,71,0,12,5,0.0,209.45000000000005,2.9500000000000006,0.0,6.0,17.45,362,0.19613259668508287,1
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1490.65,27,267,1,39,12,12.75,1477.9,10.39102564102564,0.0037313432835820895,7.0,37.89,324,0.8271604938271605,0
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,489.9000000000001,13,122,3,18,12,23.85,466.05000000000007,7.672222222222222,0.024,7.0,25.89,363,0.3443526170798898,0
22167, OVAL WALL MIRROR DIAMANTE ,1050.0,41,121,5,62,11,49.75,1000.25,9.696825396825396,0.03968253968253968,2.0,16.13,366,0.3442622950819672,0
22168,ORGANISER WOOD ANTIQUE WHITE ,1171.3,71,140,13,85,5,110.5,1060.8,8.39,0.08496732026143791,2.0,12.48,133,1.150375939849624,0
22169,FAMILY ALBUM WHITE PICTURE FRAME,8408.14,165,1074,30,302,12,242.25,8165.89,8.380099337748344,0.02717391304347826,4.0,27.04,372,2.967741935483871,0
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6378.150000000001,142,1023,19,230,12,118.65,6259.5,6.743739130434783,0.018234165067178502,5.0,27.22,372,2.8010752688172045,0
